Date,ticker,side,quantity,price,fees,fx_rate,total_gbp,notes
04/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
05/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
06/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
07/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
08/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
09/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
10/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
11/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
12/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
13/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
14/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
15/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
16/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
17/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
18/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
19/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
20/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
20/02/2026,KGS,DIVIDEND   ,7,0.4165,0.51,0.742832,2.17,
21/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
22/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
23/02/2026,CASH,INTEREST   ,0,0,0,0,0.51,
24/02/2026,PYPL,BUY,6.2313052,43.23,0.3,1.34891999,200,
24/02/2026,CASH,INTEREST   ,0,0,0,0,0.5,
25/02/2026,DSY.PA,BUY,10,17.65,0.23,1.14625276,154.83,
25/02/2026,CASH,INTEREST   ,0,0,0,0,0.49,
26/02/2026,CASH,INTEREST   ,0,0,0,0,0.47,
27/02/2026,KGS,SELL,7,54.05,0.42,1.34648919,280.57,
27/02/2026,CASH,DEPOSIT,0,0,0,0,300,
27/02/2026,CASH,INTEREST   ,0,0,0,0,0.47,
28/02/2026,CASH,INTEREST   ,0,0,0,0,0.52,
01/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
02/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
03/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
04/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
05/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
06/03/2026,CASH,INTEREST   ,0,0,0,0,0.52,
07/03/2026,CASH,INTEREST   ,0,0,0,0,0.53,
08/03/2026,,INTEREST   ,,,0,,0.53,
09/03/2026,,INTEREST   ,,,0,,0.53,
10/03/2026,,INTEREST   ,,,0,,0.53,
11/03/2026,,INTEREST   ,,,0,,0.53,
12/03/2026,,INTEREST   ,,,0,,0.53,
13/03/2026,,INTEREST   ,,,0,,0.52,
14/03/2026,,INTEREST   ,,,0,,0.53,
15/03/2026,,INTEREST   ,,,0,,0.53,
16/03/2026,,WITHDRAW  ,,,0,,-1000,
16/03/2026,,INTEREST   ,,,0,,0.53,
17/03/2026,,INTEREST   ,,,0,,0.43,
17/03/2026,,DEPOSIT,,,0,,1000,
18/03/2026,,INTEREST   ,,,0,,0.53,
19/03/2026,,INTEREST   ,,,0,,0.53,
20/03/2026,,INTEREST   ,,,0,,0.53,
20/03/2026,PSH.L,DIVIDEND   ,4,13.4411,0,0.01,0.54,
21/03/2026,,INTEREST   ,,,0,,0.52,
22/03/2026,,INTEREST   ,,,0,,0.53,
23/03/2026,EZJ.L,BUY,37.47103128,345.2,0.65,100,130,
23/03/2026,EZJ.L,BUY,2.52896872,343.1,0.04,100,8.72,
23/03/2026,,INTEREST   ,,,0,,0.53,
24/03/2026,,INTEREST   ,,,0,,0.52,
25/03/2026,,INTEREST   ,,,0,,0.51,
25/03/2026,PYPL,DIVIDEND   ,10.2313052,0.119,0.21,0.74706,0.91,
26/03/2026,RMV.L,BUY,33,418.4,0.69,100,138.76,
26/03/2026,,INTEREST   ,,,0,,0.52,
27/03/2026,,INTEREST   ,,,0,,0.5,
28/03/2026,,INTEREST   ,,,0,,0.5,
29/03/2026,,INTEREST   ,,,0,,0.5,
30/03/2026,,INTEREST   ,,,0,,0.51,
31/03/2026,,INTEREST   ,,,0,,0.5,
